,Name,Duration,Genre,Rating,No. of Ratings,No. of Episodes,Creators,Stars,Reviews (Users),Reviews (Critics),Seasons,Storyline,Language,Release Date
297,Baahubali: The Lost Legends,23min,"['Animation', 'Action', 'Adventure']",7.4,428,71,"['Sharad Devarajan', 'S.S. Rajamouli']","['Viraj Adhav', 'Manoj Pandey', 'Manini Mishra']",10,,5,"Baahubali: The Lost Legends is based on India's biggest blockbuster film franchise. The animated series is set before the Kalakeya invasion depicted in the movie, when Baahubali and Bhallaladeva are still both young princes of Mahishmati. Two brothers competing to rule the greatest kingdom of its age and the epic adventures they must endure to prove they are worthy to one day wear the crown. Under the watchful eye of Sivagami, and the warrior, Katappa, one shall rise to be King of the throne, while the other shall become King of the people. The animated series will feature new, never before revealed stories about the characters from the film including Prince Baahubali, Bhallaladeva, Kattapa and Sivagami as well as dozens of new characters that will expand the world of Baahubali and reveal hidden secrets for millions of fans.
Written by
Graphic India",,23 April 2017 (India)
298,Oye Jassie,,['Family'],7.3,71,26,,"['Tara Sutaria', 'Mohit Bagri', 'Ahsaas Channa']",3,,1,"Jassie, a small town girl accepts a job as a nanny and moves in with the Malhotra family where she experiences the highs and lows of young adulthood along with Ayesha, Rocky, Subbu, and Tia.",Hindi,13 October 2013 (India)
299,The Adventures of Hatim,44min,"['Adventure', 'Family', 'Fantasy']",8.2,36,67,,['Pooja Banerjee'],1,,1,"Hatim Veeragadha is the story of a young prince of Yemen. The story takes place in Middle East. He is born as the Saviour of the country. Before his birth, the evil devil '''Dajjal'' gains strength and spreads his dark spirits to destroy the world. However the blessed Hathim is brought up to save the world from the villain of the story Zargam. In his journey, he meets Jasmin, the princess if Persia. The story moves around the adventure and journey of Hatim and how he takes the evil devil Zargam.",Hindi,
300,Dance Deewane,,['Reality-TV'],6.6,94,23,,"['Madhuri Dixit', 'Shashank Khaitan', 'Tushar Kalia']",10,,2,All the 3 generation People will compete with each other in their own categories and Later 1 from each 3 categories will be selected for the Grand Finale. The One Will be the Winner.,Hindi,2 June 2018 (India)
301,Tu Sooraj Main Saanjh Piyaji,20min,['Drama'],7.4,70,369,,"['Rhea Sharma', 'Avinesh Rekhi', 'Swati Kapoor']",,,1,"After her parents' death, Kanak stays with her grandmother, Bhabho. Although Bhabho hates her, Kanak secretly wishes to win her love one day.",Hindi,2017 (India)
302,Shrimaan Shrimati,22min,['Comedy'],8.6,1605,144,,"['Jatin Kanakia', 'Reema Lagoo', 'Archana Puran Singh']",13,1,1,"The series is based on the premise of ""love thy neighbour's wife"". The main characters are Keshav Kulkarni and his wife Kokila, and their neighbours Prema Shalini and her husband Dilruba. Keshav adores Prema Shalini who is more glamorous and sophisticated than his homemaker wife Kokila. Dilruba is interested in Kokila who is more his type rather than his film star wife. The episodes are centered on their attempts to get closer to each other's wives and the comical situations that result.
Written by
Vijay Padiyar",Hindi,
303,Uppum Mulakum,22min,"['Comedy', 'Family']",8.5,379,1204,,"['Biju Sopanam', 'Nisha Sarangh', 'Juhi Rustagi']",7,,1,"The sitcom drama revolves around the family of Balachandran, his wife Neelima, their four kids Vishnu, Lakshmi, Keshav, Shivani and Neelima's Brother Sreekuttan. They are occasionally visited by Balu's brother Surendran, his cousin Rema, Neelima's parents Kuttan Pillai and Bhavani Amma, her cousin Makhi and their neighbours Bhasi, Shukoor, and Nawas.",Malayalam,2015 (India)
304,Hum: I'm Because of Us,20min,['Drama'],5.8,154,13,,"['Kunal Thakur', 'Kushal Tandon', 'Ridhima Pandit']",1,,1,"Having a sister is the best gift one can get, but what happens when that is at stake? Aspirations and desires take the three sisters to Mumbai. The sisters share a thick bond and always have each other's back, but the big city has different plans in store for them. Will their bond be tarnished when ambition and love bring about a conflict? Will the big city make their dreams come true or test what it takes? Watch to know more. Streaming soon on ALTBalaji.",Hindi,30 July 2018 (India)
305,Bojhena Se Bojhena,,['Romance'],7.6,88,822,,['Yash Dasgupta'],2,,1,"Bojhena Se Bojhena is a Bengali romantic soap opera aired on Star Jalsha, a tale of romance between the arrogant Bengali cosmopolitan tycoon Aranya Singha Roy and small town girl innocent but free spirited Pakhi from Malda (Bengal) attracted to each other and their intense love-hate relationship culminating into marriage. Subsequently how the couple go through difficult periods , trials and triumphs. The world of the Singha Roy's and the Ghosh Dastidars - how these families adjust and support this romance. The last episode telecast is on 18 June 2016.",Bengali,2013 (India)
306,Pyaar Tune Kya Kia Season9,,['Drama'],,,23,,"['Farman Haidar', 'Naazuk Lochan', 'Ankit Modgil']",,,9,This drama is generally based on different love story around India that goes through 9 seasons have been aired yet.,Hindi,14 July 2017 (India)
307,Twisted 3,,['Thriller'],6.4,27,10,,"['Krishna Kotian', 'Vishal Dave', 'Priya Banerjee']",3,,3,Twisted 3 is all about twisted and dirty political and murderous games being played within a corporate family running a multi millionaire business to acquire the business in own hands.,Hindi,11 November 2020 (India)
308,Mere Husband Kee Dulhaniya,28min,['Drama'],,,0,,['Pooja Joshi'],,,,,Hindi,February 2020 (India)
309,Kabhi Yeh Kabhi Woh,,['Comedy'],8.2,18,0,,"['Nisha Bains', 'Brahmachari', 'Benjamin Gilani']",,,,,Hindi,1 January 1994 (India)
310,Home Sweet Office,,"['Comedy', 'Drama', 'Family']",7.3,78,5,,"['Barkha Singh', 'Isha Talwar', 'Shabnam Vadhera']",2,,1,"A story of cousins Adhira and Shagun, two highly creative individuals who decide to jump on to the bandwagon and start their own business of candid wedding films and quirky wedding merchandise. Amongst the interesting startup problems they face is the most important one - their buzzing office is right in the middle of their even more bustling upper middle class Baniya home in Delhi.",Hindi,27 February 2019 (India)
311,Mr & Mrs Chinnathirai,,['Reality-TV'],,,34,,"['Vijayalakshmi Agathiyan', 'Riaz Ali', 'Ma ka Pa Anand']",,,2,Small screen actors and their real-life partners come together on an exciting journey.,Tamil,2019 (India)
312,Auto Shankar,,['Thriller'],6.9,177,10,,"['Sarath Appani', 'Arjun Chidambaram', 'Vasudha Deshpande']",15,,1,The story is based on horrifying true incidents that happened between 1985 - 1995 in Chennai.,Tamil,23 April 2019 (India)
313,Aapkey Kamrey Mein Koi Rehta Hai,1h 33min,"['Comedy', 'Horror']",3.6,324,5,,"['Swara Bhaskar', 'Sumeet Vyas', 'Amol Parashar']",29,4,1,"Four bachelor friends - Nikhil (Sumeet Vyas), Subbu (Naveen Kasturia), Kavi (Amol Parashar) and Sanki (Ashish Verma) are ecstatic when they find a 4 B.H.K at a measly rent in a city like Mumbai. But, little did they know that they would be sharing their amazing new flat with a newly acquired roommate who happens to be a ghost. Life gets further complicated when the beautiful Mausam (Swara Bhasker) comes for their housewarming party, after-which begins the comedy of horrors.",Hindi,22 January 2021 (India)
314,Kahat Hanuman Jai Shri Ram,20min,['Fantasy'],8.9,50,121,,"['Ekagra Dwivedi', 'Jiten Lalwani', 'Sneha Wagh']",13,,1,"With fascinating, interesting and adventurous tales from the life of Lord Hanuman (the divine devotee of Lord Ram and 11th avatar of Lord Shiva), this show teaches us many moral values of life",Hindi,7 January 2020 (India)
315,Zero KMS,,['Action'],7.6,729,12,['Nikhil Venugopalan'],"['Naseeruddin Shah', 'Tanmay Dhanania', 'Satyadeep Misra']",19,,1,"After serving a sentence of ten years in prison for a murder he did not commit, Arjun is finally free. Little does he know that he's caught in the middle of a flesh-trafficking racket that threatens to upend his entire existence. A 12-Episode action thriller series to be released soon on Zee's online platform, ZEE5.",Hindi,29 May 2018 (India)
316,The Insiders,,"['Comedy', 'Drama']",7.2,251,5,,"['Omkar Kulkarni', 'Himika Bose', 'Ritviq Joshi']",7,,1,"What would you do if you were locked in a room with a bunch of people every Saturday? On nights when the wifi was slow - they used their imagination to survive. This April, you are in for a surprise as a bunch of millennial's come together to create a self proclaimed club called the INSIDERS. Be ready to welcome 'ordinary kids with an extraordinary mission on board'.",Hindi,12 April 2019 (India)
317,Kayamath,20min,['Drama'],6.8,52,413,,"['Shabbir Ahluwalia', 'Panchi Bora', 'Sanjeeda Sheikh']",2,,1,The story centers around Praachi - a simple girl with dreams in her eyes. Praachi draws her strength from her father Inder Goenka . Praachi's life is completely transformed when her father dies. Circumstances change her life.,Hindi,19 February 2007 (India)
318,Udaan,20min,['Drama'],5.4,90,1350,,"['Vijayendra Kumeria', 'Vidhi Pandya', 'Paras Arora']",3,1,1,"A heart-warming story addressing the social issue of bonded labor, widely prevalent in the world even in the 21st century. Udann marks the journey of 7-year-old Chakor as she rises like a phoenix towards her dreams to showcase a mind without fear.",Hindi,2014 (India)
319,P.O.W. Bandi Yuddh Ke,24min,"['Drama', 'Thriller']",8.8,675,110,"['Nikkhil Advani', 'Gideon Raff']","['Satyadeep Misra', 'Purab Kohli', 'Manish Chaudhary']",11,,1,"After spending 17 years in captivity, two soldiers, who share a dark secret, return to their families. The two families try to pick up from where they left off, while a government agent tries to expose their secret.",None,7 November 2016 (India)
320,Mehndi Hai Rachne Waali,,['Drama'],7.7,472,4,,[],38,,1,"Widowed Pallavi is all for family, while loner Raghav, a business magnate, is all for money. One day, these polar opposites clash.",Hindi,15 February 2021 (India)
321,Bun Maska,30min,['Romance'],,,0,,"['Rucha Apte', 'Shruti Atre', 'Kshitish Date']",,,,"Bun Maska is a Marathi comedy drama television series. The story explores lives of Saumitra and Maitreyee's families and their funny group of friends as they go through Maitreyee's different fads. Every person in the show has a unique personality which will add to the taste.
Written by
Zee Yuva",None,22 August 2016 (India)
322,Shei Je Holud Pakhi,,['Thriller'],7.2,109,15,,"['Saswata Chatterjee', 'Tridha Choudhury', 'Gaurab Chattopadhyay']",3,,2,"Som lost his daughter whose music is now his only resort. But, what if they lead to a cacophony of mysterious strains?",Bengali,30 June 2018 (India)
323,Divya Drishti,42min,['Fantasy'],5.5,136,106,,"['Sana Sayyad', 'Nyra Banerjee', 'Sangeeta Ghosh']",1,,1,"Separated at childhood, Divya and Drishti attain super powers - to not only see the future, but also manipulate it. However, their own future lies in the hands of an evil Pishachini.",Hindi,23 February 2019 (India)
324,Roll No. 21,20min,"['Animation', 'Action', 'Adventure']",5.9,163,34,,['Pooja Punjabi'],2,,3,"Kansa, the evil king of Mathura, returns to Earth as Kanishk to finally conquer and reign supreme over the land. Masking his cruel intentions under the disguise of a great humanitarian and principal of a school for orphans, the gods must act quickly before he assembles a zombie army to use in his quest. They send beloved blue boy Krishna to Mathura, as Kris, a student of the school. It's battle time again: Kanishk V Kris. May the best man win!
Written by
Anna Lai",Telugu,1 July 2010 (India)
325,Maharani,22min,['Drama'],,,472,,"['Sathish', 'Sreenath', 'Sujitha']",,,1,"Maharani is a story of two young girls named Mahalakshmi (Sujitha) and Rani (Archana) who are brought up in an orphanage. Maha is calm, shy and a very simple person. Whereas Rani is smart and tries to outwit others with her villainous plots. The orphanage follows a certain system, where for all those who attain 18 years of age will be married to some suitable persons. Such an initiative is always taken by the orphanage owners for every person belonging to the orphanage. Rani always dreams of a very luxurious and luminous life in the outside world. Maha with her simplicity and clear focus in life tries to overcome all her problems independently. But will she tackle more issues created by Rani too?",Tamil,2009 (India)
326,Mafia,31min,"['Drama', 'Thriller']",7.7,1649,8,"['Rohan Ghose', 'Aritra Sen']","['Anindita Bose', 'Ishaa Saha', 'Madhurima Roy']",344,,1,"Six friends who were extremely closely knit in their college days reunite for Tanya's bachelor party in Madhupur. However, all six of them are bound by a horrifying incident which had torn them apart for years. The reunion serves to rake up the trauma afresh, turning an idyllic trip into a dangerous cat-and-mouse game. The friends embark on a round of Mafia, the popular game which many of us enjoyed playing in our childhood. Instead of serving as a bonding activity, the game brings out the worst in them, fuelling each of them to act on their hidden agendas filled with deceit and betrayal.",Bengali,10 July 2020 (India)
327,Ek Hazaaron Mein Meri Behna Hai,21min,['Drama'],6.2,186,515,,"[""Krystle D'Souza"", 'Nia Sharma', 'Karan Tacker']",5,1,1,"This is a drama where Maanvi and Jeevika are two sisters who live in upscale Delhi until their parents pass away and they are orphaned. Once they both are orphaned they have to settle down in a middle class traditional family of Rishikesh. This is like a challenge for them since they have to alter their demands and desires and try to alter their lives in order to settle down in a traditional middle class family. Jeevika is the older sister out of the two whereas Maanvi is only two years younger than Jeevika. Although Jeevika is way mature than Maanvi is so it is Jeevika's responsibility to look out for Maanvi. Maanvi is very giving and she tries to fix everybody's problem, but in the process the ends up tangling everything and Jeevika has to always rescue her from such situations. The story of the drama serial Ek Hazaaron Mein Meri Behna Hain revolves around their unconditional love for each other but the question is that who is going to take care of Maanvi once Jeevika is married and...
Written by
anonymous",Indian Sign Language,3 October 2011 (India)
